[2026-04-22 20:14:19] 📅 2026/04/22 (三) 開始抓取新聞...

[2026-04-22 20:14:19] 📋 歷史紀錄：357 則已排除

[2026-04-22 20:14:19] 【來源一：Google News 關鍵字搜尋】
[2026-04-22 20:14:19]   [房市行情]
[2026-04-22 20:14:33]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：花王 董事會決議處分不動產
[2026-04-22 20:14:33]       ✗ 字元重疊 100%：房屋贈與移轉 別忽略契稅
[2026-04-22 20:14:33]       ✗ 字元重疊 50%：七都首季推案量 六年來新低
[2026-04-22 20:14:33]       ✗ 外國地名(日本)：投資日本市場新選擇 證交所:透過連結式ETF 也能投資日股與
[2026-04-22 20:14:33]       ✗ 字元重疊 82%：防不動產被騙 全國逾95萬人申請「地籍異動即時通」
[2026-04-22 20:14:33]       ✗ 字元重疊 75%：特定股權課房地稅　兩個放寬
[2026-04-22 20:14:33]       ✗ 非白名單來源(商傳媒 https://sunmedia.tw)：百年人生時代來臨 大韓民國逾七成家庭資產固守房產引憂
[2026-04-22 20:14:33]       ✗ 非白名單來源(新住民全球新聞網 https://news.immigration.gov.tw)：不動產詐騙風險升溫 臺南地政推防詐三寶護房產
[2026-04-22 20:14:33]       ✗ 非白名單來源(報新聞 Mega News https://www.contentplatform.info)：股票詐騙升級房產抵押陷阱 台中警破洗錢集團扣押不動產
[2026-04-22 20:14:33]       ✗ URL重複：將危機視為好時機　永慶不動產唐嘉萍連續3年店業績破億
[2026-04-22 20:14:33]       ✗ 非白名單來源(觀傳媒 https://www.watchmedia01.com)：化身神隊友 臺中市以科技溫度守護每一筆實價登錄
[2026-04-22 20:14:33]       ✗ 字元重疊 50%：高雄Q1申報開工年減17%
[2026-04-22 20:14:33]       ✗ 字元重疊 100%：國泰金：房價看漲動能轉弱
[2026-04-22 20:14:33]       ✗ 非白名單來源(民視新聞網 https://www.ftvnews.com.tw)：竹市市價27億不動產沒人要！ 市府急尋繼承人
[2026-04-22 20:14:33]       ✗ URL重複：義鼎不動產捐贈裝備挺消防　強化後甲分隊救災量能
[2026-04-22 20:14:33]       ✗ 字元重疊 60%：桃園市 全台首創可負擔住宅自治條例草案出爐
[2026-04-22 20:14:33]       ✗ URL重複：國銀以房養老 寫最強第1季
[2026-04-22 20:14:33]       ✗ 字元重疊 57%：件數、金額近一年最優！新青安回溫
[2026-04-22 20:14:33]       ✗ 外國地名(成都)：成都新制大減市區土地供給鄉林因禍得福- 上市櫃
[2026-04-22 20:14:33]       ✗ URL重複：學者：交通便捷 促使生活圈擴大
[2026-04-22 20:14:33]       ✗ 字元重疊 69%：租金扣除額18萬 申報有眉角
[2026-04-22 20:14:33]       ✗ 非白名單來源(商傳媒 https://sunmedia.tw)：美國醫師為何熱衷房地產投資？有人月收達 1 萬美元
[2026-04-22 20:14:33]       ✗ URL重複：買氣仍沉海底 Q1全國76％新案銷售率不到1成
[2026-04-22 20:14:33]       ✗ URL重複：AI詐騙進化整套劇本！台灣房屋推「防詐9大對策」守護民眾心血
[2026-04-22 20:14:33]       ✗ URL重複：股票詐騙升級房產抵押陷阱 台中警破洗錢集團扣押不動產
[2026-04-22 20:14:33]       ✗ URL重複：以房養老房貸　中彰投增速猛
[2026-04-22 20:14:33]       ✗ 字元重疊 88%：信義房屋十年減碳近六成 碳標籤升級
[2026-04-22 20:14:33]       ✗ 非白名單來源(東森電視 https://fnc.ebc.net.tw)：越等越貴！ 七都最新購屋門檻曝 新竹晚5年「得多掏240萬」
[2026-04-22 20:14:33]     不動產: 抓到 47 則，新增 9 則
[2026-04-22 20:14:34]       ✗ URL重複：有遺囑也沒用！土地留給「這些對象」 少做這步 過戶直接卡關
[2026-04-22 20:14:34]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：〈房產〉成都將減供市區土地6000畝 賴正鎰：鄉林「涵碧天下
[2026-04-22 20:14:34]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：破解「1處」迷思 中市地稅局：夫妻共有土地分別申請可用優惠稅
[2026-04-22 20:14:34]       ✗ 非白名單來源(MSN https://www.msn.com)：土地分次取得後再分次移轉 核課土地增值稅之前次移轉現值如何認
[2026-04-22 20:14:34]       ✗ URL重複：鄭兆希觀點：別讓永恆產權成為城市癌症─台灣需要一場「房產壽命
[2026-04-22 20:14:34]       ✗ URL重複：「仙人‧跳－土地公的藝術家朋友們」特展 文化結構與信仰間關係
[2026-04-22 20:14:34]       ✗ 非白名單來源(非池中藝術網 https://artemperor.tw)：有看有保庇！桃園市土地公文化館推出《仙人․跳─土地公的藝術家
[2026-04-22 20:14:34]       ✗ 字元重疊 58%：祖先土地在呼喚！竹市27億不動產沒人要 超過「這期限」將充公
[2026-04-22 20:14:34]       ✗ URL重複：台南加速城市建設 7年開發逾千公頃土地 今年將開發12新案釋
[2026-04-22 20:14:34]       ✗ 非白名單來源(cnyes.com https://m.cnyes.com)：〈房產〉成都將減供市區土地6000畝 賴正鎰：鄉林「涵碧天下
[2026-04-22 20:14:34]       ✗ 非白名單來源(葛瑪蘭新聞網 https://www.kamalan-news.com)：吳宗憲力促中央正視～南方澳漁港上架場預算土地有解
[2026-04-22 20:14:34]       ✗ 外國地名(成都)：成都新制大減市區土地供給鄉林因禍得福- 上市櫃
[2026-04-22 20:14:34]       ✗ 非白名單來源(臺灣導報 https://taiwanreports.com)：桃園土地公文化館 首辦仙人跳藝術特展
[2026-04-22 20:14:34]       ✗ 非白名單來源(花蓮最速報 https://www.hsnews.com.tw)：《謙手花蓮》邱展謙老師走近潘璿安 在熟悉的土地上，走出自己相
[2026-04-22 20:14:34]       ✗ 非白名單來源(民視新聞網 https://www.ftvnews.com.tw)：地主派人載運３巨石堵停車場入口 三重土地糾紛！住戶傻眼無法進
[2026-04-22 20:14:34]       ✗ 非白名單來源(LINE TODAY https://today.line.me)：成都房地產熱絡鄉林「涵碧天下」下半年開賣| MoneyDJ理
[2026-04-22 20:14:34]       ✗ 字元重疊 73%：自家土地無償通行免地價稅？稅務局曝「這類別」不適用！
[2026-04-22 20:14:34]       ✗ 非白名單來源(住展雜誌 https://www.myhousing.com.tw)：破解「1處」迷思 中市地稅局：夫妻共有土地分別申請可用優惠稅
[2026-04-22 20:14:34]       ✗ 非白名單來源(ENN台灣電報 https://enn.tw)：三重社區土地糾紛！討嘸過路金 地主吊巨石堵車道
[2026-04-22 20:14:34]       ✗ URL重複：挽袖捐熱血！ 南市議員蔡宗豪攜手土地公廟號召市民應援
[2026-04-22 20:14:34]       ✗ 外國地名(成都)：鄉林成都建案下半年銷售 青島50.9億元資產近日到帳
[2026-04-22 20:14:34]       ✗ 非白名單來源(觀傳媒 https://www.watchmedia01.com)：破除自用住宅土地「1處」誤解 台中市地稅局主動提醒 助民眾節
[2026-04-22 20:14:34]       ✗ 非白名單來源(更生新聞網 https://www.ksnews.com.tw)：啟動農村永續旅遊培訓
[2026-04-22 20:14:34]       ✗ 字元重疊 50%：影音／三重土地糾紛！地主搬運3巨石放停車場車道 住戶車輛全被
[2026-04-22 20:14:34]       ✗ 非白名單來源(RFI https://www.rfi.fr)：法國世界報 - 剛果民主共和國為淘金熱付出沉重代價：污染、腐
[2026-04-22 20:14:34]       ✗ 非白名單來源(記者爆料網 https://new-reporter.com)：夫妻共有土地，地價稅自用優惠只申請一人？稅務局：雙方都要辦，
[2026-04-22 20:14:34]       ✗ URL重複：「億級房仲」台慶不動產大園大江加盟店業績逆勢飆1.6億元
[2026-04-22 20:14:34]       ✗ 非白名單來源(桃園電子報 https://tyenews.com)：9聖筊定名！桃園「仙人．跳」特展開幕 AI、區塊鏈重釋土地公
[2026-04-22 20:14:34]       ✗ 非白名單來源(LINE TODAY https://today.line.me)：從泥土讀懂台北 文學季特展重拾城市記憶 | 中央廣播電臺
[2026-04-22 20:14:34]       ✗ 字元重疊 62%：影／三重地主用巨石封堵隔壁社區停車場 車子開不出去住戶報警提
[2026-04-22 20:14:34]       ✗ 非白名單來源(singtao.ca https://www.singtao.ca)：【原住民土地權爭議】尹大衛稱業主不用擔心 馬保定說：很憂慮 
[2026-04-22 20:14:34]       ✗ 字元重疊 100%：「仙人‧跳－土地公的藝術家朋友們」特展 文化結構與信仰間關係
[2026-04-22 20:14:34]       ✗ 外國地名(成都)：賴正鎰：成都房地產熱賣 「涵碧天下」將開盤銷售 | 產業熱點
[2026-04-22 20:14:34]       ✗ URL重複：買房孝親竟繳高額地價稅　全因「這關係」不符自用住宅規定
[2026-04-22 20:14:34]       ✗ 非白名單來源(Investing.com 香港 - 股市報價& 財經新聞 https://hk.investing.com)：Kimley-Horn收購田納西州土地規劃公司 作者 Inv
[2026-04-22 20:14:34]       ✗ URL重複：「種子鉛筆」種下環境行動 黑松愛地兒計畫帶孩子走進土地與氣候
[2026-04-22 20:14:34]     土地: 抓到 44 則，新增 8 則
[2026-04-22 20:14:35]       ✗ 字元重疊 73%：自家土地無償通行免地價稅？稅務局曝「這類別」不適用！
[2026-04-22 20:14:35]       ✗ 非白名單來源(記者爆料網 https://new-reporter.com)：夫妻共有土地，地價稅自用優惠只申請一人？稅務局：雙方都要辦，
[2026-04-22 20:14:35]       ✗ 非白名單來源(觀傳媒 https://www.watchmedia01.com)：破除自用住宅土地「1處」誤解 台中市地稅局主動提醒 助民眾節
[2026-04-22 20:14:35]       ✗ 字元重疊 100%：買房孝親竟繳高額地價稅 全因「這關係」不符自用住宅規定
[2026-04-22 20:14:35]       ✗ 非白名單來源(澎湖日報 https://penghudaily.blogspot.com)：恢復作自用住宅用地使用後 地價稅須重新申請適用自住稅率
[2026-04-22 20:14:35]     地價: 抓到 6 則，新增 1 則
[2026-04-22 20:14:36]       ✗ 非白名單來源(MSN https://www.msn.com)：柯不知京案容積率？林欽榮：他智商157 很了
[2026-04-22 20:14:36]       ✗ 非白名單來源(澎湖e傳媒 https://www.phnes.net)：一般農業區農牧用地或養殖用地之興建住宅（簡稱農變建住宅）經核
[2026-04-22 20:14:36]       ✗ 非白名單來源(MSN https://www.msn.com)：「京華廣場」容積率728%喊賣 市場人士認「高難度」
[2026-04-22 20:14:36]       ✗ 非白名單來源(MSN https://www.msn.com)：林洲民為基層公務員叫屈 痛批京華城容積率「魚目混珠」
[2026-04-22 20:14:36]     容積率: 抓到 4 則，新增 0 則
[2026-04-22 20:14:37]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：富邦產險總部都更大樓上樑，預計明年完工
[2026-04-22 20:14:37]       ✗ URL重複：繼承家人留下的老屋，該出租還是等都更？胡偉良列5點分析： 拖
[2026-04-22 20:14:37]       ✗ URL重複：文山區 萬隆捷運站旁的都更案開始公展
[2026-04-22 20:14:37]       ✗ URL重複：讓每一筆消費都更有感 南仁湖推回饋活動、母親節贈康乃馨
[2026-04-22 20:14:37]       ✗ 字元重疊 62%：全台新案開價「跌回兩年前」 推案量大跳水！ 接續520檔期成
[2026-04-22 20:14:37]       ✗ 字元重疊 100%：《三立新聞網》財經組勇奪「道富亞太新聞獎」　十四張都更案登國
[2026-04-22 20:14:37]       ✗ URL重複：最北端科學園區動起來！內政部揭淡海科最新進展
[2026-04-22 20:14:37]       ✗ URL重複：台北福容「2度熄燈」撐過疫情……這次真掰了台糖房東　估價師：
[2026-04-22 20:14:37]     都更: 抓到 13 則，新增 5 則
[2026-04-22 20:14:38]       ✗ URL重複：北醫院區獲准危老重建 1.77萬坪創紀錄
[2026-04-22 20:14:38]       ✗ URL重複：台北福容「2度熄燈」撐過疫情……這次真掰了台糖房東　估價師：
[2026-04-22 20:14:38]     危老: 抓到 2 則，新增 0 則
[2026-04-22 20:14:39]       ✗ 非白名單來源(CTWANT https://www.ctwant.com)：發揮大型建商優勢！鹽行國中重劃區「遠雄山禾」旗艦規格受矚 |
[2026-04-22 20:14:39]       ✗ 字元重疊 100%：區域重大利多發威 北屯生活圈正式升級 房市及消費版圖也牽動？
[2026-04-22 20:14:39]       ✗ URL重複：台南加速城市建設 7年開發逾千公頃土地 今年將開發12新案釋
[2026-04-22 20:14:39]       ✗ URL重複：台南處處是亮點 今年再開工12案面積544公頃經費逾290億
[2026-04-22 20:14:39]       ✗ 非白名單來源(yesmedia.com.tw https://www.yesmedia.com.tw)：如何買房保值? 三發地產眼光精準 品質看得見
[2026-04-22 20:14:39]       ✗ 非白名單來源(中華新聞雲／中華日報 https://www.cdns.com.tw)：南科廠助攻 善化全市最抗老
[2026-04-22 20:14:39]     重劃區: 抓到 9 則，新增 3 則
[2026-04-22 20:14:40]     地上權: 抓到 0 則，新增 0 則
[2026-04-22 20:14:41]       ✗ 非白名單來源(上下游 https://www.newsmarket.com.tw)：名間焚化爐再揭爭議，環團指南投縣涉違法挪用基金購地，特農地不
[2026-04-22 20:14:41]       ✗ 非白名單來源(今周刊 https://www.businesstoday.com.tw)：台積電、慈濟都投入！「小農種碳」如何讓農地變碳匯，打造企業E
[2026-04-22 20:14:41]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：特教老師退休第一件事、把南崁房子賣了「買壯圍百坪農地」：房子
[2026-04-22 20:14:41]       ✗ 非白名單來源(香港文匯網 https://www.wenweipo.com)：【科學講堂】飛禽走獸易「逃難」 參天樹木難「重生」？
[2026-04-22 20:14:41]       ✗ 字元重疊 59%：台東市區施肥臭味引民怨 黃權煒帶隊查獲違規農地依法重懲
[2026-04-22 20:14:41]     農地: 抓到 7 則，新增 2 則
[2026-04-22 20:14:41]   [稅務]
[2026-04-22 20:14:42]       ✗ URL重複：財部修正作業要點 放寬股權交易課徵房地合一稅規定
[2026-04-22 20:14:42]       ✗ 標題完全相同：他被資遣急賣房卻踩雷！漏掉這細節慘遭國稅局追稅找上門
[2026-04-22 20:14:42]       ✗ 字元重疊 56%：勤業眾信：房地合一稅2.0申報要點再修正
[2026-04-22 20:14:42]       ✗ 非白名單來源(news.cnyes.com https://news.cnyes.com)：併購傳承利多！房地合一稅大鬆綁 不動產特定股權改採「時價」課
[2026-04-22 20:14:42]       ✗ 非白名單來源(MSN https://www.msn.com)：財部修正新規 房地合一稅2.0 特定股權交易放寬
[2026-04-22 20:14:42]       ✗ 字元重疊 70%：財政部修正房地合一稅作業要點 特定股權價值源自舊制房地可一次
[2026-04-22 20:14:42]       ✗ 字元重疊 61%：特定股權交易房地合一稅財政部放寬認定減少爭議- 其他
[2026-04-22 20:14:42]       ✗ 字元重疊 62%：房地合一稅再修正 勤業：股權交易課稅爭議獲突破
[2026-04-22 20:14:42]       ✗ 字元重疊 65%：勤業眾信談財政部修正房地合一課徵所得稅申報作業要點
[2026-04-22 20:14:42]       ✗ 非白名單來源(rti.org.tw https://www.rti.org.tw)：房屋稅2.0開徵第二年 件數、稅額續創高 空屋數大減逾2萬
[2026-04-22 20:14:42]       ✗ 字元重疊 100%：財部修正作業要點 放寬股權交易課徵房地合一稅規定
[2026-04-22 20:14:42]       ✗ 字元重疊 100%：房地合一稅鬆綁 勤業眾信：家族股權移轉卡關解套 | 產業熱點
[2026-04-22 20:14:42]       ✗ 字元重疊 56%：勤業眾信：房地合一稅2.0申報要點再修正
[2026-04-22 20:14:42]       ✗ 非白名單來源(rti.org.tw https://www.rti.org.tw)：財部修正新規 房地合一稅2.0特定股權交易放寬
[2026-04-22 20:14:42]       ✗ 字元重疊 100%：房地合一稅鬆綁勤業眾信：家族股權移轉卡關解套| 稅務法務| 
[2026-04-22 20:14:42]       ✗ URL重複：他被資遣急賣房卻踩雷！漏掉這細節慘遭國稅局追稅找上門
[2026-04-22 20:14:42]       ✗ 字元重疊 56%：房地合一2.0特定股權交易爭議有解
[2026-04-22 20:14:42]       ✗ 字元重疊 76%：5/1開徵！今年房屋稅開徵974萬件 全國單一自住占32.6
[2026-04-22 20:14:42]       ✗ 字元重疊 57%：「舊制房地」損益豁免納入房地合一 財政部放寬特定股權交易
[2026-04-22 20:14:42]       ✗ 字元重疊 100%：「趕上車潮」加持房地相關數據？他籲風險區域要當心
[2026-04-22 20:14:42]       ✗ 字元重疊 52%：房地合一2.0 申報財部鬆綁股權交易認定更合理- 要聞
[2026-04-22 20:14:42]       ✗ 外國地名(香港)：稅稅唸學堂／香港太太留給他5,000多萬遺產、分二次匯回台灣
[2026-04-22 20:14:42]       ✗ URL重複：新青安寬限期將屆…月付金狂飆3倍恐引爆房市危機？網冷笑：太小
[2026-04-22 20:14:42]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：特定股權交易可適用 財部修正房地合一課稅
[2026-04-22 20:14:42]       ✗ URL重複：爸爸賣2500萬房產給兒子「稅金暴增945萬」！專家曝忽略4
[2026-04-22 20:14:42]     房地合一稅: 抓到 32 則，新增 7 則
[2026-04-22 20:14:43]       ✗ 非白名單來源(taichung.gov.tw https://www.taichung.gov.tw)：破除自用住宅土地「1處」誤解 中市地稅局主動提醒 助民眾節省
[2026-04-22 20:14:43]       ✗ 字元重疊 100%：買房孝親竟繳高額地價稅 全因「這關係」不符自用住宅規定
[2026-04-22 20:14:43]       ✗ 字元重疊 73%：自家土地無償通行免地價稅？稅務局曝「這類別」不適用！
[2026-04-22 20:14:43]       ✗ URL重複：夫妻共有房地別漏申請！地稅局揭「1處」常被誤解
[2026-04-22 20:14:43]       ✗ 非白名單來源(LINE TODAY https://today.line.me)：破解「1處」迷思 中市地稅局：夫妻共有土地分別申請可用優惠稅
[2026-04-22 20:14:43]       ✗ 字元重疊 73%：自家土地無償通行免地價稅？稅務局曝「這類別」不適用！
[2026-04-22 20:14:43]       ✗ 非白名單來源(記者爆料網 https://new-reporter.com)：夫妻共有土地，地價稅自用優惠只申請一人？稅務局：雙方都要辦，
[2026-04-22 20:14:43]       ✗ 非白名單來源(觀傳媒 https://www.watchmedia01.com)：破除自用住宅土地「1處」誤解 台中市地稅局主動提醒 助民眾節
[2026-04-22 20:14:43]       ✗ 非白名單來源(澎湖日報 https://penghudaily.blogspot.com)：恢復作自用住宅用地使用後 地價稅須重新申請適用自住稅率
[2026-04-22 20:14:43]       ✗ 非白名單來源(住展雜誌 https://www.myhousing.com.tw)：破解「1處」迷思 中市地稅局：夫妻共有土地分別申請可用優惠稅
[2026-04-22 20:14:43]       ✗ 非白名單來源(MSN https://www.msn.com)：自家土地無償通行免地價稅? 稅務局曝「這類別」不適用!
[2026-04-22 20:14:43]       ✗ URL重複：誤解「1處」規定險失節稅權益 中市地稅局主動提醒助夫妻省荷包
[2026-04-22 20:14:43]     地價稅: 抓到 12 則，新增 0 則
[2026-04-22 20:14:43]       ✗ 非白名單來源(rti.org.tw https://www.rti.org.tw)：房屋稅2.0開徵第二年 件數、稅額續創高 空屋數大減逾2萬
[2026-04-22 20:14:43]       ✗ 標題完全相同：全國單一自住逾318萬件 房屋稅5月1日開徵
[2026-04-22 20:14:43]       ✗ URL重複：全國單一自住逾318萬件 房屋稅5月1日開徵
[2026-04-22 20:14:43]       ✗ 非白名單來源(idn.com.tw https://www.idn.com.tw)：3/1至6/30新建房屋併入次期開徵 房屋稅最多16個月
[2026-04-22 20:14:43]       ✗ 非白名單來源(金門GO資訊網 https://www.gokinmentour.com)：金門房屋稅5月開徵 多元繳納方式便利民眾
[2026-04-22 20:14:43]       ✗ 字元重疊 50%：快訊／房屋稅5月1日開徵！這些地雷不要踩繳納攻略搶先看| 財
[2026-04-22 20:14:43]       ✗ 字元重疊 76%：5/1開徵！今年房屋稅開徵974萬件 全國單一自住占32.6
[2026-04-22 20:14:43]       ✗ 非白名單來源(澎湖日報 https://penghudaily.blogspot.com)：房東請依限申報租賃所得 確保房屋按出租達租金標準之優惠稅率核
[2026-04-22 20:14:43]       ✗ 字元重疊 50%：去年補稅破8億！國稅局緊盯「三無房東」動向 專家勸：規避成本
[2026-04-22 20:14:43]       ✗ 外國地名(紐約)：紐約擬課豪華第二屋稅 鎖定非居民豪宅年收 5 億美元 - 墨
[2026-04-22 20:14:43]       ✗ 非白名單來源(果仁家 https://applealmondrealty.com)：2026 房租抵稅怎麼報？房屋租金特別扣除額 18 萬元、申
[2026-04-22 20:14:43]     房屋稅: 抓到 14 則，新增 3 則
[2026-04-22 20:14:44]       ✗ URL重複：囤房稅2.0今年開徵逾974萬件稅額達1,037億元- 要聞
[2026-04-22 20:14:44]       ✗ 字元重疊 76%：5/1開徵！今年房屋稅開徵974萬件 全國單一自住占32.6
[2026-04-22 20:14:44]     囤房稅: 抓到 2 則，新增 0 則
[2026-04-22 20:14:45]       ✗ 字元重疊 100%：買房孝親竟繳高額地價稅 全因「這關係」不符自用住宅規定
[2026-04-22 20:14:45]       ✗ 非白名單來源(MSN https://www.msn.com)：土地分次取得後再分次移轉 核課土地增值稅之前次移轉現值如何認
[2026-04-22 20:14:45]       ✗ URL重複：有遺囑也沒用！土地留給「這些對象」 少做這步 過戶直接卡關
[2026-04-22 20:14:45]       ✗ 字元重疊 70%：破解「1處」迷思 中市地稅局：夫妻共有土地分別申請可用優惠稅
[2026-04-22 20:14:45]       ✗ 字元重疊 63%：破除自用住宅土地「1處」誤解 台中市地稅局主動提醒 助民眾節
[2026-04-22 20:14:45]       ✗ 非白名單來源(MSN http://www.msn.com)：已申請土地增值稅重購退稅注意！高雄6 月起清查重購自用管制案
[2026-04-22 20:14:45]     土地增值稅: 抓到 7 則，新增 1 則
[2026-04-22 20:14:45]       ✗ 字元重疊 100%：房屋贈與移轉 別忽略契稅
[2026-04-22 20:14:45]       ✗ 字元重疊 100%：房屋贈與移轉　別忽略契稅
[2026-04-22 20:14:45]       ✗ URL重複：吉安契稅網路申報率百分百 全縣第一
[2026-04-22 20:14:45]       ✗ 字元重疊 100%：「免贈與稅」不等於免稅！稅局揭30天內漏繳這筆錢恐挨罰
[2026-04-22 20:14:45]       ✗ 字元重疊 100%：「趕上車潮」加持房地相關數據？他籲風險區域要當心
[2026-04-22 20:14:45]     契稅: 抓到 5 則，新增 0 則
[2026-04-22 20:14:46]       ✗ 字元重疊 68%：300萬變3,000萬！父退休金大買台積電「這招」避掉巨額遺
[2026-04-22 20:14:46]       ✗ 非白名單來源(MSN https://www.msn.com)：父退休金全押台積電「3百萬變3千萬」 還替子女避掉遺產稅
[2026-04-22 20:14:46]       ✗ URL重複：雙重標準課稅須徹底根除- 日報
[2026-04-22 20:14:46]       ✗ 字元重疊 100%：父退休金全押台積電「3百萬變3千萬」 還替子女避掉遺產稅- 
[2026-04-22 20:14:46]       ✗ 非白名單來源(arch-web.com.tw https://www.arch-web.com.tw)：X一代將獲得豐厚的遺產——但他們的父母可能會給他們帶來巨大的
[2026-04-22 20:14:46]       ✗ 非白名單來源(arch-web.com.tw https://www.arch-web.com.tw)：由於「掠奪性」晚婚、失智症和新冠疫情封鎖等原因，家庭面臨延遲
[2026-04-22 20:14:46]     遺產稅: 抓到 7 則，新增 1 則
[2026-04-22 20:14:47]       ✗ URL重複：2026報稅》租金扣除額最高18萬 申報資格、必備文件、計算
[2026-04-22 20:14:47]       ✗ 非白名單來源(果仁家 https://applealmondrealty.com)：2026 房租抵稅怎麼報？房屋租金特別扣除額 18 萬元、申
[2026-04-22 20:14:47]     房屋報稅: 抓到 2 則，新增 0 則
[2026-04-22 20:14:48]     租金收入 稅: 抓到 1 則，新增 1 則
[2026-04-22 20:14:48]   [政策與法規]
[2026-04-22 20:14:49]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：房市寒冬？五大銀行第1季新增房貸「3年最低」 央行：打房見效
[2026-04-22 20:14:49]     打房: 抓到 1 則，新增 0 則
[2026-04-22 20:14:50]       ✗ URL重複：房市陷僵局！「建商撐價、央行限貸」互不讓 專家直言：這方先投
[2026-04-22 20:14:50]       ✗ 字元重疊 58%：建商撐價VS央行限貸誰先輸？李同榮揭關鍵轉折：一壓力會出現讓
[2026-04-22 20:14:50]     限貸: 抓到 2 則，新增 0 則
[2026-04-22 20:14:51]       ✗ 字元重疊 85%：新青安2.0不能倉促上路- 日報
[2026-04-22 20:14:51]       ✗ URL重複：新青安寬限期將屆…月付金狂飆3倍恐引爆房市危機？網冷笑：太小
[2026-04-22 20:14:51]       ✗ 字元重疊 63%：新青安3月回溫 受理件數、金額創近1年新高
[2026-04-22 20:14:51]       ✗ 字元重疊 100%：新青安受理衝一年高點 3月受理戶數、金額雙雙攀升
[2026-04-22 20:14:51]       ✗ 字元重疊 56%：新青安回溫了　「這數據」驚現去年4月以來最高！
[2026-04-22 20:14:51]       ✗ URL重複：新青安3月回溫創近1年來新高- 其他
[2026-04-22 20:14:51]       ✗ URL重複：新青安政策將到期卻未掀搶購潮 李同榮：五大結構因素讓房市轉入
[2026-04-22 20:14:51]       ✗ 字元重疊 55%：件數、金額近一年最優！新青安回溫3月受理情況佳- 日報
[2026-04-22 20:14:51]       ✗ URL重複：寬限期結束房市必爆？專家揭密「吵錯方向了」！這3類人才是真正
[2026-04-22 20:14:51]       ✗ 字元重疊 100%：「趕上車潮」加持房地相關數據？他籲風險區域要當心
[2026-04-22 20:14:51]     新青安: 抓到 11 則，新增 1 則
[2026-04-22 20:14:52]     信用管制: 抓到 0 則，新增 0 則
[2026-04-22 20:14:53]     平均地權條例: 抓到 0 則，新增 0 則
[2026-04-22 20:14:54]       ✗ 非白名單來源(信傳媒 https://www.cmmedia.com.tw)：新北七處社宅抽籤結果出爐 泰山首案、三峽國光二期入住受矚目
[2026-04-22 20:14:54]       ✗ URL重複：文山水岸社宅規劃二期 里長盼改建公園
[2026-04-22 20:14:54]       ✗ 非白名單來源(未來城市＠天下 https://futurecity.cw.com.tw)：住宅與交通雙重失靈，才是台灣居住不正義的真相
[2026-04-22 20:14:54]       ✗ 字元重疊 55%：高市社宅規劃邁3.5 萬戶 社宅管線健檢啟動 籲租戶建立良好
[2026-04-22 20:14:54]     社會住宅: 抓到 6 則，新增 2 則
[2026-04-22 20:14:55]       ✗ 非白名單來源(新北住都中心 https://www.nthurc.org.tw)：新北七處社宅抽籤結果出爐 泰山首案、三峽國光二期入住受矚目
[2026-04-22 20:14:55]       ✗ URL重複：馬桶不通、電線燒焦！北市樟新社宅品質遭痛批 居民：拒建二期
[2026-04-22 20:14:55]       ✗ 字元重疊 55%：高市社宅規劃邁3.5 萬戶 社宅管線健檢啟動 籲租戶建立良好
[2026-04-22 20:14:55]       ✗ URL重複：半年81件報修...北市議員接樟新一期社宅陳情 住戶嘆：狀況
[2026-04-22 20:14:55]       ✗ 非白名單來源(信傳媒 https://www.cmmedia.com.tw)：新北七處社宅抽籤結果出爐 泰山首案、三峽國光二期入住受矚目
[2026-04-22 20:14:55]       ✗ URL重複：社宅竟成嫌惡設施？在地居民：不如蓋公園
[2026-04-22 20:14:55]       ✗ 字元重疊 100%：新北七處社宅抽籤結果出爐 泰山首案、三峽國光二期入住受矚目
[2026-04-22 20:14:55]       ✗ 非白名單來源(理財周刊 https://www.moneyweekly.com.tw)：新北七處社宅抽籤結果出爐 泰山首案、 三峽國光二期入住受矚目
[2026-04-22 20:14:55]       ✗ URL重複：文山水岸社宅規劃二期 里長盼改建公園
[2026-04-22 20:14:55]       ✗ URL重複：樟新水岸一期社宅品質惹議拖累二期興建 都發局：高標準保固
[2026-04-22 20:14:55]       ✗ 字元重疊 65%：北市樟新里長反對再設二期社宅 盼改建公園照顧老幼
[2026-04-22 20:14:55]       ✗ 字元重疊 52%：新北7處社宅抽籤結果出爐 吸引6622件申請
[2026-04-22 20:14:55]       ✗ URL重複：台中北區中央市場6月底拆除完工　公園、社宅、商場接力開發
[2026-04-22 20:14:55]       ✗ 字元重疊 59%：入住率不到6%還要蓋？北市樟新里長反對社宅二期 籲改建公園照
[2026-04-22 20:14:55]       ✗ 字元重疊 54%：半年81件報修 樟新一期品質堪憂 王欣儀要求市府正視社宅缺失
[2026-04-22 20:14:55]     社宅: 抓到 16 則，新增 1 則
